Age,Gender,self_employed,family_history,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,treatment
34,1,0,0,0.0,4,0,1,0,0,1,0,0,0.0,0,1,2,2,1,1,2,0,0
38,2,0,1,2.0,3,1,0,2,2,1,2,2,0.0,1,1,2,2,2,2,0,0,1
34,2,0,0,2.0,3,0,1,0,0,1,1,0,1.0,2,1,1,0,1,0,0,0,0
39,2,0,1,2.0,1,1,1,1,2,1,1,2,1.0,1,1,1,2,0,2,2,0,1
44,2,0,0,1.0,3,0,1,0,1,1,1,0,1.0,2,1,0,0,1,1,0,0,0
40,1,0,0,1.0,5,0,0,2,2,2,2,2,1.0,0,1,0,2,1,1,0,0,0
33,0,1,0,0.0,0,1,1,1,2,0,0,2,1.0,0,1,0,1,1,1,2,0,0
24,0,0,1,2.0,5,0,0,2,2,1,0,0,3.0,2,0,1,1,1,1,1,1,0
38,0,0,1,2.0,2,1,1,0,1,0,0,0,1.0,1,1,1,2,1,1,0,0,0
31,1,0,0,2.0,5,0,1,2,1,2,2,2,1.0,2,0,1,1,1,0,2,0,0
23,1,0,0,1.0,3,0,1,0,1,1,1,2,0.0,0,1,1,2,0,2,0,0,0
26,2,0,0,1.0,1,0,1,0,1,1,1,0,1.0,1,1,2,2,1,0,2,0,0
46,0,0,0,3.0,5,0,0,2,2,2,2,0,1.0,2,1,1,1,1,1,1,1,1
30,1,0,1,2.0,2,1,1,2,0,1,1,0,1.0,0,1,1,0,1,0,0,0,1
25,1,0,0,1.0,2,1,1,0,0,1,1,0,1.0,2,1,1,1,1,2,0,1,0
19,2,0,0,0.0,2,1,1,0,0,1,1,0,1.0,1,1,1,1,1,0,1,0,0
30,0,0,1,2.0,4,0,0,2,2,2,2,2,1.0,0,0,1,1,1,1,1,1,1
32,2,0,0,0.0,1,0,1,2,2,2,2,0,1.0,1,1,2,2,1,0,2,0,0
32,1,0,0,1.0,1,0,1,1,0,1,1,0,1.0,0,0,0,0,1,0,0,0,0
37,1,0,1,2.0,2,1,1,0,0,1,1,0,1.0,0,1,1,1,1,0,1,0,0
42,2,0,1,2.0,1,1,1,0,0,1,0,0,1.0,0,0,1,1,1,1,0,0,1
25,0,0,0,0.0,5,0,1,2,2,2,2,0,1.0,0,1,1,2,0,1,2,0,0
19,1,0,0,2.0,0,0,1,0,1,1,1,0,1.0,1,1,1,2,0,0,0,0,0
40,0,0,1,0.0,3,1,1,2,2,2,1,0,1.0,2,2,0,0,1,1,0,0,0
34,1,0,0,1.0,5,0,0,2,1,2,0,0,1.0,0,0,1,2,1,1,0,0,0
26,1,0,1,1.0,1,0,1,0,1,1,1,0,1.0,1,1,1,2,1,1,2,0,0
31,1,0,1,1.0,1,0,1,0,1,0,0,2,1.0,1,1,2,2,0,0,2,0,1
40,1,0,1,2.0,5,1,0,2,1,2,0,0,1.0,2,0,1,1,1,0,1,0,0
31,0,0,1,3.0,2,0,1,1,0,1,1,1,4.0,2,1,0,0,1,2,1,1,1
36,2,0,0,0.0,3,0,0,0,0,1,0,0,1.0,2,0,0,0,1,0,0,1,0
35,1,0,1,2.0,1,1,1,1,2,1,1,0,1.0,0,1,0,1,1,1,0,0,0
26,1,0,1,2.0,2,1,1,1,0,1,1,2,1.0,1,1,2,2,1,0,2,0,1
44,2,0,0,1.0,5,1,0,0,0,0,0,2,1.0,2,1,1,0,1,1,1,0,0
34,0,0,0,2.0,0,0,1,1,1,1,1,0,0.0,1,1,1,2,1,0,2,0,0
35,1,0,0,1.0,1,1,1,1,0,1,1,0,1.0,1,1,0,0,1,1,0,0,0
28,0,0,1,2.0,2,1,1,0,0,1,1,0,1.0,2,1,1,1,1,0,1,0,1
33,1,0,0,1.0,1,1,1,2,0,0,2,2,1.0,1,1,1,2,1,1,2,0,0
40,2,0,1,2.0,5,1,1,2,2,1,2,0,1.0,2,1,0,0,1,0,0,0,1
26,1,0,0,2.0,1,0,1,2,2,1,1,2,1.0,0,1,1,0,1,0,0,0,1
29,2,0,0,3.0,5,0,0,2,2,1,1,0,1.0,0,1,1,0,1,2,1,1,1
26,0,0,1,2.0,3,0,1,2,1,1,1,2,1.0,0,1,1,0,1,0,0,0,1
33,2,0,1,2.0,1,0,1,1,1,1,1,0,1.0,1,1,1,2,1,1,0,0,1
28,1,0,1,2.0,3,0,1,1,0,1,1,0,1.0,1,1,1,1,1,1,0,1,0
41,1,1,0,3.0,0,1,0,1,2,2,2,2,4.0,1,1,1,1,1,1,2,1,1
39,1,1,1,2.0,0,1,1,1,2,2,2,2,3.0,1,1,2,2,1,0,2,1,1
26,0,0,1,2.0,5,0,1,2,2,1,1,0,1.0,1,1,1,2,1,0,1,1,1
23,0,0,1,2.0,2,0,0,1,0,1,1,0,3.0,2,1,0,1,1,0,1,0,0
35,1,0,1,3.0,5,0,1,0,1,1,1,2,0.0,1,1,1,1,1,0,1,0,1
36,1,0,0,0.0,0,1,1,0,1,0,0,0,0.0,1,1,1,1,1,1,0,0,0
42,2,0,0,1.0,5,0,0,0,0,1,0,0,1.0,0,1,1,0,1,0,1,0,0
39,1,0,1,2.0,4,0,1,2,2,1,0,2,0.0,1,1,1,2,1,1,2,0,1
27,1,0,0,0.0,1,0,1,0,0,1,0,0,1.0,0,1,1,2,0,0,0,0,0
33,1,1,0,0.0,1,1,1,0,0,1,1,1,0.0,0,1,1,2,1,0,2,0,0
31,1,0,1,3.0,5,0,1,2,1,0,0,0,1.0,0,1,1,0,1,0,0,0,1
28,0,0,0,1.0,1,0,1,2,2,0,2,2,0.0,1,1,1,1,1,2,0,0,1
29,0,0,0,3.0,5,1,0,2,0,1,1,0,1.0,1,1,1,2,0,0,0,0,1
27,1,0,0,2.0,3,0,1,0,1,1,1,2,4.0,0,1,1,0,1,0,1,0,1
44,2,1,0,0.0,0,1,1,0,0,1,1,2,3.0,1,1,0,0,1,1,0,0,0
25,1,0,0,3.0,1,1,1,0,0,1,1,0,1.0,0,1,1,0,1,0,0,0,1
24,1,0,1,2.0,1,0,1,1,0,1,1,0,1.0,0,1,2,2,1,1,0,0,1
25,1,0,1,3.0,1,0,0,0,0,1,1,2,1.0,1,1,1,2,1,0,1,1,1
34,2,0,0,0.0,1,1,1,2,1,0,0,0,1.0,0,0,0,1,1,0,0,0,0
26,1,0,0,0.0,5,0,0,2,2,1,0,0,3.0,0,1,0,2,1,1,0,0,0
48,1,0,0,0.0,2,0,0,2,2,2,2,2,1.0,0,1,1,2,1,0,0,0,0
34,1,0,0,1.0,2,1,1,1,0,1,1,0,4.0,2,0,1,0,1,0,1,0,0
39,0,0,0,2.0,1,1,1,1,0,1,1,0,1.0,0,0,1,1,1,0,1,0,1
43,1,0,0,2.0,5,1,1,2,1,1,2,0,1.0,0,1,0,0,1,1,0,0,0
41,2,0,0,1.0,5,0,1,2,2,2,2,0,1.0,0,0,1,0,1,1,2,1,0
25,1,0,0,0.0,5,0,0,0,0,1,1,0,1.0,1,1,1,2,1,1,0,0,0
31,2,0,0,2.0,3,0,1,2,2,1,1,0,1.0,0,1,1,0,1,0,1,0,1
40,1,0,1,2.0,5,0,1,2,2,2,2,2,1.0,2,2,0,0,1,0,1,1,1
43,1,1,1,2.0,0,1,1,2,1,1,0,0,1.0,0,0,1,1,1,0,0,0,1
27,0,0,1,3.0,5,0,1,2,2,2,2,2,4.0,0,1,2,1,1,0,1,1,1
37,0,0,1,2.0,2,1,1,2,2,1,0,0,1.0,2,0,0,0,1,0,0,0,1
32,1,1,0,2.0,0,0,1,1,0,1,1,2,4.0,0,1,1,2,1,0,1,0,1
25,1,0,1,3.0,0,0,1,1,2,1,1,2,0.0,0,1,2,2,1,0,1,0,1
29,1,0,1,3.0,0,0,1,0,1,0,2,0,4.0,1,0,2,2,0,1,2,0,1
30,0,0,1,3.0,5,0,0,2,0,1,1,0,3.0,2,1,0,0,1,0,1,0,1
34,0,0,1,3.0,2,0,0,0,0,2,0,0,1.0,1,1,1,1,1,1,2,0,1
32,1,0,1,2.0,0,0,0,2,2,2,2,2,1.0,0,0,1,1,1,0,1,0,1
37,1,0,0,1.0,1,0,1,0,0,1,1,2,0.0,1,1,2,2,0,0,2,0,0
41,1,0,0,2.0,5,0,1,0,0,1,1,0,3.0,1,1,2,2,1,1,2,0,1
38,1,0,1,0.0,5,0,0,2,1,2,2,0,1.0,2,0,1,0,1,1,1,0,0
32,1,0,0,2.0,2,0,1,2,2,2,0,2,1.0,1,1,1,2,1,0,0,0,1
28,0,0,1,2.0,3,0,1,2,2,0,0,0,1.0,0,1,1,1,1,1,2,0,1
43,1,0,1,0.0,3,0,0,2,2,1,0,0,1.0,0,1,1,1,1,0,1,0,0
32,1,0,1,3.0,3,0,1,1,2,1,1,0,4.0,2,1,2,2,1,2,1,0,1
25,2,0,0,2.0,5,0,1,2,2,2,0,2,1.0,2,1,0,0,1,1,2,0,1
37,1,0,0,2.0,3,0,1,2,0,1,2,2,0.0,1,1,0,2,1,1,2,0,1
36,1,1,0,2.0,0,0,0,1,2,1,1,1,4.0,1,1,0,0,1,1,1,1,1
24,1,0,1,1.0,1,1,1,0,0,1,1,0,0.0,1,1,2,2,0,2,2,0,1
40,1,0,1,2.0,5,0,1,2,1,2,0,0,3.0,0,1,1,1,1,0,0,1,1
29,1,0,0,1.0,5,0,0,0,1,2,0,2,1.0,1,1,1,2,1,0,2,0,0
43,1,0,0,0.0,4,0,1,0,0,1,0,0,1.0,1,1,2,1,1,1,2,0,0
29,1,0,0,1.0,1,1,1,2,1,1,2,0,1.0,0,1,1,2,0,2,0,0,0
26,1,0,1,2.0,3,0,1,0,1,1,1,0,1.0,0,1,1,0,1,0,0,0,0
33,0,1,1,3.0,0,1,1,1,2,1,1,1,4.0,2,2,0,0,1,0,1,1,1
35,0,0,1,2.0,1,1,1,0,0,1,1,0,1.0,1,1,2,1,1,1,2,0,0
45,2,0,0,0.0,1,1,1,2,0,1,1,0,1.0,2,0,1,0,1,0,0,0,0
25,1,0,0,1.0,1,1,1,1,2,1,0,0,1.0,0,1,0,1,1,0,0,0,1
50,1,1,0,2.0,2,1,1,1,0,1,1,0,1.0,0,0,1,2,1,1,0,0,1
26,1,0,1,1.0,2,0,1,1,0,0,0,0,0.0,1,1,2,2,0,2,2,0,1
33,0,0,0,3.0,5,0,1,2,2,0,0,0,1.0,2,1,0,0,1,0,0,0,1
30,1,0,0,3.0,1,0,1,1,0,1,1,1,0.0,0,0,1,1,0,0,0,0,0
33,1,0,1,2.0,1,1,1,2,2,1,0,2,0.0,1,1,1,2,0,0,2,0,1
29,2,0,0,3.0,1,0,1,2,0,1,1,2,1.0,0,0,2,1,1,2,1,0,1
37,1,0,0,1.0,1,1,1,1,1,1,1,0,1.0,0,1,1,0,0,2,0,0,0
25,1,0,1,2.0,0,1,1,0,0,0,0,0,0.0,1,1,2,2,0,2,0,0,1
40,2,0,0,1.0,5,0,0,2,1,0,0,0,1.0,0,1,1,1,1,0,0,0,0
24,1,0,0,2.0,2,0,1,2,2,1,1,2,1.0,0,1,0,0,1,0,0,1,0
40,1,0,0,0.0,3,0,1,0,1,1,0,0,0.0,0,1,2,1,1,0,0,0,1
46,1,0,1,2.0,1,0,1,0,2,1,0,0,1.0,2,0,0,1,1,0,0,0,1
38,1,0,1,1.0,5,0,0,2,2,2,2,2,1.0,2,1,0,2,1,2,0,0,1
34,1,0,0,0.0,0,1,1,1,2,1,1,0,1.0,2,2,0,0,1,1,0,0,0
32,1,1,0,1.0,0,0,1,1,2,2,2,2,0.0,1,1,1,2,1,2,1,1,1
44,1,0,0,2.0,5,0,0,1,0,1,2,0,1.0,0,1,1,1,1,1,1,0,1
33,0,0,0,0.0,3,0,1,0,1,1,0,0,0.0,0,1,1,1,1,0,1,0,1
45,0,0,0,1.0,2,0,0,0,0,0,0,0,1.0,1,1,1,1,1,0,0,0,1
35,1,0,0,1.0,1,0,1,0,1,0,0,2,1.0,1,1,0,0,1,1,2,0,0
26,1,1,1,3.0,0,0,1,1,0,1,1,0,1.0,0,1,2,2,0,2,1,1,1
20,0,0,0,2.0,2,1,1,0,1,0,0,0,1.0,1,1,1,1,0,0,0,0,1
37,1,0,1,2.0,1,0,1,1,0,1,1,2,1.0,0,1,1,2,1,0,2,0,0
28,1,0,0,1.0,5,0,0,2,0,1,1,2,1.0,0,1,0,0,1,2,1,0,0
42,2,0,1,2.0,2,0,0,2,2,1,1,0,1.0,2,1,1,1,1,2,1,0,1
32,1,0,0,1.0,2,0,1,1,0,1,1,0,1.0,0,1,0,0,1,1,0,1,0
36,2,0,1,1.0,5,1,1,2,2,1,1,2,1.0,0,0,1,0,1,1,0,0,1
27,2,0,0,1.0,2,0,1,1,2,1,2,1,3.0,2,1,0,0,1,0,1,1,0
27,2,0,0,1.0,2,0,1,1,2,1,2,1,3.0,2,1,0,0,1,0,1,1,0
27,1,0,0,2.0,5,0,0,1,0,1,1,2,1.0,0,1,2,2,0,0,1,0,1
25,1,0,1,2.0,2,1,1,1,0,1,1,2,0.0,1,1,1,2,1,0,2,0,1
41,2,0,1,1.0,1,0,1,1,0,1,1,0,3.0,0,0,1,1,0,0,0,0,0
23,1,0,1,2.0,1,0,1,0,1,1,1,0,1.0,0,1,0,0,1,1,0,0,1
21,1,0,0,2.0,5,0,0,0,0,1,0,0,1.0,0,1,1,0,1,1,0,0,1
26,1,0,0,3.0,2,0,1,1,2,1,1,2,4.0,1,1,2,2,2,2,0,0,1
29,1,0,0,1.0,5,0,1,0,1,0,0,0,1.0,0,0,0,0,1,2,0,1,0
28,1,0,0,2.0,5,0,0,1,0,1,1,0,1.0,2,0,0,0,1,1,0,1,0
27,0,0,1,1.0,5,0,0,1,2,1,1,2,1.0,0,1,0,0,1,2,2,0,0
23,1,0,0,0.0,5,0,0,1,2,2,2,2,3.0,1,1,2,2,1,2,2,0,0
26,2,0,1,2.0,2,1,1,0,0,1,1,0,1.0,0,1,0,0,1,1,0,0,0
38,1,0,1,2.0,0,0,1,1,1,0,0,0,0.0,1,1,1,2,0,2,0,0,1
39,2,0,1,2.0,5,0,0,1,0,1,1,2,0.0,0,0,1,2,0,0,2,0,1
35,2,0,1,3.0,5,0,0,2,2,1,2,0,1.0,2,1,0,1,1,2,0,0,1
32,1,0,0,1.0,1,0,1,2,1,1,0,0,1.0,0,1,0,1,1,0,0,0,0
32,1,0,0,2.0,5,0,1,2,2,2,2,2,3.0,0,0,1,1,1,1,0,1,1
26,1,0,0,0.0,1,0,1,1,0,1,1,0,1.0,2,0,1,0,1,0,0,0,0
38,1,0,1,1.0,3,0,1,0,1,1,0,0,1.0,1,1,2,2,1,0,1,0,1
34,0,0,1,1.0,2,0,0,2,2,2,2,2,0.0,1,1,1,2,0,0,2,0,0
39,1,0,1,3.0,2,0,0,0,1,1,1,0,1.0,2,1,1,1,1,0,0,0,1
32,1,1,0,0.0,1,1,1,0,1,1,1,0,0.0,1,1,2,2,0,0,2,0,0
37,1,1,0,0.0,0,1,1,0,1,0,0,0,0.0,2,2,1,1,1,1,0,0,0
31,1,0,1,0.0,1,0,1,0,1,1,0,0,1.0,1,1,1,1,1,1,0,0,1
30,2,0,1,1.0,1,0,1,1,2,1,1,0,1.0,1,1,0,0,1,1,0,0,1
51,2,0,0,0.0,5,1,1,0,0,1,0,0,1.0,2,1,0,0,1,1,1,0,0
29,2,0,0,2.0,2,0,1,2,2,1,1,0,1.0,2,1,1,1,1,0,0,0,1
31,1,0,0,0.0,3,0,1,2,0,1,2,0,1.0,0,2,1,0,1,1,2,0,0
31,1,0,0,1.0,2,0,1,0,1,1,1,0,1.0,2,2,0,0,1,1,0,0,0
26,1,0,1,2.0,1,1,1,0,0,1,0,0,1.0,0,1,1,1,0,0,0,0,1
46,0,0,0,3.0,3,1,0,2,2,1,1,2,1.0,0,1,1,1,1,0,1,0,1
32,1,0,1,2.0,5,0,1,2,0,2,0,0,1.0,0,1,2,2,1,1,0,0,0
29,1,0,1,2.0,2,0,0,2,2,2,2,0,1.0,0,1,1,0,1,0,0,0,1
34,1,0,0,0.0,5,1,1,0,1,1,1,0,1.0,0,1,1,1,1,2,0,0,0
26,1,0,0,3.0,1,0,1,1,0,1,1,1,4.0,2,1,0,0,1,0,2,0,0
32,0,0,0,2.0,5,0,1,2,2,1,0,0,1.0,0,1,1,0,1,1,1,0,1
29,1,0,0,1.0,5,0,1,0,1,1,1,0,1.0,0,1,1,2,0,2,1,0,0
30,1,0,0,1.0,5,0,0,2,0,2,2,0,1.0,2,0,0,0,1,1,0,0,0
40,2,0,1,2.0,2,0,1,2,2,1,2,2,1.0,1,1,2,2,1,0,2,1,1
23,1,0,0,2.0,0,0,1,1,0,1,1,0,4.0,0,1,2,2,2,2,1,1,1
20,1,0,0,1.0,2,0,0,1,0,1,1,0,4.0,2,2,1,0,1,0,1,0,0
38,1,0,1,1.0,1,0,1,0,0,1,1,0,3.0,1,1,1,2,1,1,0,1,0
26,0,0,1,1.0,3,0,1,2,0,1,1,0,1.0,0,0,0,0,1,0,1,0,1
29,1,0,0,0.0,2,0,1,1,0,1,0,0,1.0,1,1,1,2,1,2,1,1,0
40,2,1,0,2.0,0,1,1,1,2,1,1,0,1.0,1,1,1,1,0,0,0,0,0
25,0,0,0,2.0,2,1,1,1,0,1,1,0,1.0,0,0,2,1,0,1,1,0,1
32,0,0,0,2.0,2,0,1,2,2,1,1,2,1.0,0,0,1,0,1,1,1,0,1
38,1,0,1,2.0,5,0,0,2,2,2,2,2,1.0,0,1,1,0,1,0,1,1,1
72,0,0,1,0.0,4,1,0,2,1,0,2,0,1.0,0,0,1,2,1,1,0,1,1
35,0,0,1,2.0,0,1,1,1,0,1,1,2,1.0,0,0,1,1,1,1,2,0,1
28,2,0,0,3.0,1,0,1,1,2,1,1,0,4.0,2,0,1,1,1,1,0,0,1
27,0,0,0,0.0,3,0,0,0,1,0,0,0,1.0,1,1,1,2,1,1,2,0,0
56,0,1,0,1.0,0,1,1,0,1,0,0,0,1.0,0,0,0,0,1,1,0,0,0
38,1,0,1,2.0,2,1,1,2,0,1,1,0,1.0,0,1,1,1,1,1,0,0,1
31,0,0,0,1.0,2,0,1,0,1,1,1,2,0.0,0,1,1,1,1,1,0,0,0
40,1,0,1,2.0,1,0,1,2,2,1,1,2,1.0,0,1,1,0,1,1,2,0,1
44,2,0,1,2.0,3,0,1,2,2,1,2,2,1.0,0,1,1,1,1,1,0,0,1
34,1,0,1,2.0,5,0,1,2,1,2,2,2,1.0,0,1,0,0,1,0,0,0,0
37,1,0,0,0.0,2,1,1,0,0,1,1,0,1.0,1,1,1,2,1,2,0,0,0
38,1,0,0,0.0,2,0,1,0,1,0,0,2,1.0,1,1,1,2,2,0,1,0,0
27,1,0,0,1.0,2,0,1,0,1,1,1,0,1.0,1,1,1,2,2,2,0,0,0
34,0,0,0,2.0,4,0,0,2,2,2,1,2,1.0,2,2,1,1,1,1,2,0,1
35,0,0,0,1.0,0,0,1,0,0,1,1,1,1.0,0,1,1,0,1,0,1,0,0
34,1,0,0,3.0,1,0,1,1,0,1,1,0,3.0,2,0,1,2,1,0,1,0,1
32,1,0,0,3.0,2,1,1,2,1,1,0,0,4.0,2,0,1,0,1,1,0,0,1
25,1,0,0,1.0,3,0,1,0,1,1,0,0,1.0,0,1,1,2,1,1,0,0,0
28,1,0,0,3.0,3,1,1,1,2,1,1,0,1.0,2,1,0,0,1,0,1,0,1
28,0,0,0,1.0,1,0,1,2,0,1,1,0,1.0,2,2,1,0,1,1,1,1,1
31,1,1,0,1.0,0,0,1,1,2,1,1,1,1.0,1,1,2,2,1,0,0,0,1
24,1,0,0,1.0,3,0,1,0,1,1,1,0,1.0,0,0,1,2,1,0,0,0,0
34,1,0,1,0.0,0,1,1,1,0,1,1,0,1.0,0,1,1,2,1,1,0,0,1
32,1,0,0,2.0,1,0,1,1,0,1,1,0,1.0,1,1,1,2,1,0,0,0,1
34,1,0,1,3.0,2,1,0,0,1,1,1,0,1.0,0,1,1,2,0,2,2,0,0
23,1,0,0,2.0,0,0,1,1,2,1,1,1,0.0,0,0,1,2,1,1,1,0,1
33,1,0,1,3.0,3,0,1,1,2,1,1,0,1.0,1,1,1,2,0,0,0,1,0
29,1,0,1,2.0,2,0,1,0,1,1,1,0,3.0,0,1,0,0,1,0,1,0,1
24,1,0,1,1.0,0,0,1,1,0,1,1,0,1.0,0,0,0,0,1,1,0,0,0
45,1,0,0,0.0,5,1,1,0,1,1,1,0,1.0,2,1,2,1,1,1,1,1,0
34,0,0,0,2.0,5,0,0,1,2,1,2,2,3.0,0,0,1,2,1,0,1,1,1
31,1,0,0,2.0,5,0,1,0,0,1,1,0,4.0,2,2,1,0,1,0,1,1,0
33,1,0,0,3.0,2,1,1,2,2,1,1,2,1.0,0,1,1,0,1,0,0,0,1
28,1,0,0,1.0,1,0,1,1,1,1,1,0,1.0,0,0,1,1,1,1,0,0,0
27,1,0,0,1.0,5,1,0,0,1,1,2,0,1.0,1,1,1,2,1,1,0,0,0
42,1,0,0,0.0,2,0,1,1,2,1,1,1,3.0,2,2,1,1,1,1,1,0,0
28,1,0,0,1.0,1,0,1,1,1,1,1,0,1.0,0,0,1,1,1,1,0,0,0
38,1,0,0,2.0,5,1,1,2,0,2,2,2,0.0,1,1,2,2,1,1,0,0,1
46,1,0,1,3.0,2,0,1,0,0,1,1,0,1.0,0,1,1,0,1,1,1,0,1
46,1,0,1,2.0,3,1,1,0,1,0,0,0,1.0,1,1,1,2,2,2,0,0,1
41,0,1,0,1.0,0,1,1,0,2,0,2,1,1.0,1,1,2,2,2,2,2,0,1
23,1,0,0,0.0,2,0,1,0,0,1,1,0,1.0,0,1,1,1,1,0,2,1,0
24,1,0,1,2.0,5,0,1,2,2,1,2,0,1.0,0,1,1,0,1,0,2,1,1
23,0,0,0,1.0,2,0,1,1,2,2,1,0,1.0,1,1,2,1,1,0,0,0,1
39,1,0,0,1.0,5,0,0,2,1,2,0,0,1.0,0,0,0,1,1,1,2,0,0
32,0,0,1,0.0,5,0,1,2,2,0,2,2,1.0,0,1,1,1,1,1,0,0,0
25,1,0,1,2.0,2,0,1,0,2,1,1,0,1.0,2,1,1,1,1,0,0,0,1
39,1,0,0,1.0,1,1,1,1,0,1,1,2,1.0,2,1,0,0,1,1,0,0,0
23,0,0,1,2.0,1,0,1,1,2,1,2,2,0.0,1,1,2,2,0,0,2,0,1
24,1,1,0,2.0,1,1,1,1,0,1,1,0,1.0,0,0,1,1,1,0,0,1,1
25,1,0,1,2.0,5,0,0,2,2,2,2,2,0.0,1,1,2,2,2,2,2,0,1
23,1,0,0,1.0,1,0,1,1,2,1,1,0,1.0,1,1,2,2,1,0,0,0,1
24,1,0,0,2.0,1,0,0,0,0,1,0,0,1.0,2,0,0,0,1,0,0,0,1
23,1,0,0,3.0,2,0,1,2,2,2,0,0,1.0,0,1,2,1,1,1,0,0,1
60,1,0,0,3.0,5,1,1,0,0,2,0,0,1.0,0,0,1,0,1,0,0,0,1
28,1,0,0,2.0,2,0,1,1,2,1,1,2,1.0,2,0,0,0,1,1,1,1,0
28,1,0,1,3.0,5,0,0,2,2,2,2,2,1.0,2,0,1,2,1,1,1,1,1
30,1,0,0,2.0,4,0,1,0,0,1,1,0,1.0,0,1,2,2,0,2,0,0,0
31,1,0,1,2.0,3,0,1,0,0,1,1,2,1.0,1,1,1,0,1,1,0,0,1
31,1,1,0,3.0,1,1,1,1,0,1,1,0,1.0,0,1,1,0,1,1,0,0,1
28,1,0,0,1.0,2,0,1,0,0,1,0,0,1.0,0,1,0,0,1,0,0,0,1
43,2,0,1,1.0,5,1,1,2,2,1,2,0,1.0,1,1,1,2,1,1,0,0,1
32,0,0,0,1.0,5,0,0,1,0,1,0,0,1.0,0,1,1,2,1,2,1,0,0
22,1,0,1,3.0,3,0,0,2,2,2,2,2,1.0,0,0,0,2,1,0,0,1,1
32,1,0,0,0.0,3,0,1,2,1,0,2,0,1.0,1,1,0,1,0,2,0,0,0
36,1,0,0,3.0,1,0,1,1,0,1,1,1,4.0,2,1,1,0,1,0,0,1,1
41,0,0,1,2.0,2,0,1,2,0,1,0,0,1.0,2,0,0,0,1,1,0,0,1
30,2,0,1,2.0,2,0,1,2,2,0,1,2,0.0,1,1,2,2,0,0,2,0,1
30,1,1,1,3.0,2,0,1,2,1,2,2,0,1.0,1,1,1,2,0,0,2,0,1
36,1,0,1,3.0,3,0,0,1,2,1,1,0,1.0,1,1,1,2,1,2,2,0,1
29,1,0,1,2.0,3,1,1,2,2,2,1,2,1.0,2,1,1,0,1,0,1,0,1
36,1,0,1,1.0,5,0,0,0,0,2,2,0,1.0,0,0,1,1,1,1,0,0,0
26,1,0,0,1.0,2,0,1,1,0,1,1,0,1.0,1,1,1,1,1,1,0,0,1
32,1,0,1,3.0,2,1,1,2,2,1,1,2,3.0,1,1,1,2,1,1,2,0,1
34,1,0,1,2.0,5,0,1,2,2,1,1,0,3.0,2,2,0,0,1,1,1,0,1
46,2,0,0,1.0,3,1,1,1,2,1,1,0,1.0,2,1,0,0,1,1,1,0,0
25,1,0,1,2.0,2,0,0,2,2,1,1,2,1.0,0,1,1,0,1,1,0,0,1
